eid,n,t,w
130758,instance,1,58
130764,guiro,1,52
130767,poster,1,440
130768,psychanalytique,1,56
130773,chaînée,1,68
130778,tailleur,1,182
130779,estamper,1,60
130782,bouffer,1,132
130793,tarte tatin,1,92
130795,colophane,1,52
130796,émanation,1,106
130797,ribose,1,56
130799,comparatif,1,52
130803,epsilon,1,152
130805,mépriser,1,138
130806,reniflage,1,56
130808,course,1,2083
130812,ARN,1,250
130813,Maïzena,1,52
130815,briefing,1,56
130821,euphuisme,1,52
130823,attaquable,1,64
130826,mob,1,62
130831,camembert,1,370
130832,serpe,1,66
130833,fricot,1,62
130835,Verlaine,1,64
130837,Jivaros,1,52
130845,racoler,1,132
130853,raidi,1,54
130854,Feuillade,1,52
130856,pluvieux,1,174
130859,constellations,1,52
130860,cartographe,1,52
130865,se vautrer,1,96
130869,usurpateur,1,58
130871,witloof,1,54
130872,créole,1,100
130874,balane,1,54
130880,voiture de course,1,68
130882,ronron,1,112
130885,volume,1,220
130886,succulent,1,122
130887,trou de mémoire,1,176
130891,emballement,1,60
130894,Jussieu,1,52
130898,biche,1,118
130907,minéralogique,1,52
130908,institué,1,72
130919,patronne,1,104
130920,socialisation,1,52
130921,manucurer,1,128
130922,planctonique,1,52
130931,linguistiquement,1,54
130932,Polyphème,1,58
130935,boursouflure,1,56
130940,sexuellement,1,102
130947,jeu vidéo,1,558
130949,vaisselle,1,922
130951,rhinite,1,132
130953,Glanum,1,52
130954,pellagre,1,58
130956,indentation,1,52
130957,échotier,1,56
130958,noradrénaline,1,56
130960,subjectiviste,1,54
130961,parodier,1,52
130964,compagnonne,1,52
130971,Bresse,1,60
130972,pervertir,1,56
130973,Narbonnaise,1,52
130974,hippy,1,52
130977,fossilisé,1,52
130978,Alicia,1,52
130983,présomptueusement,1,52
130989,conceptisme,1,60
130996,verbalisation,1,56
131003,Amerigo Vespucci,1,66
131005,essuie-main,1,60
131007,accélérateur de particules,1,90
131009,cervelet,1,232
131011,Bugs Bunny,1,54
131013,schématique,1,54
131015,brièvement,1,56
131017,mézigue,1,70
131019,coulisser,1,54
131020,défi,1,164
131021,estafette,1,56
131025,allô,1,54
131026,dérailleur,1,78
131027,héparine,1,58
131028,déchargement,1,60
131030,Edward,1,56
131037,photons,1,58
131040,prix,1,1200
131041,Cézanne,1,102
131046,déchaîné,1,98
131050,traditionnellement,1,52
131053,motricité,1,96
131055,extrait,1,98
131059,dialecte,1,128
131060,partie de plaisir,1,62
131066,aseptisé,1,60
131067,Octavie,1,52
131068,oenologue,1,72
131077,gnou,1,70
131079,rimailleur,1,56
131084,devancer,1,80
131085,cobol,1,54
131087,mouvementé,1,130
131091,fissurer,1,80
131094,magmatique,1,56
131095,triquetrum,1,52
131100,embrouiller,1,100
131105,étirable,1,84
131110,service de table,1,56
131111,hâteur,1,52
131117,odorant,1,206
131118,Babel,1,68
131119,trombinoscope,1,52
131122,secouer,1,286
131125,foudroyant,1,58
131127,diptères,1,54
131129,coutumièrement,1,54
131131,adoré,1,72
131134,viole de gambe,1,74
131135,chapati,1,102
131139,verdict,1,206
131142,concevoir,1,350
131143,ritournelle,1,122
131148,parentèle,1,82
131152,désobéir,1,106
131154,congère,1,64
131156,égyptienne,1,76
131159,manifestement,1,60
131162,optométriste,1,58
131168,archevêque,1,78
131174,incité,1,64
131175,inaltérable,1,64
131181,hurlée,1,54
131183,tributaire,1,54
131184,encensoir,1,62
131185,à-quoi-bonisme,1,52
131187,barbelé,1,88
131188,entrepreneur,1,178
131194,Léon Bonnat,1,52
131196,carte,1,1710
131199,concorder,1,52
131200,bile,1,188
131206,lucratif,1,64
131210,chien-chien,1,64
131211,broyer,1,134
131212,ouste,1,60
131214,chaleureusement,1,142
131219,depuis,1,62
131220,diantre,1,76
131223,snobisme,1,82
131226,renvoyé,1,98
131233,incompatibilité,1,54
131237,toupie,1,56
131238,mine de plomb,1,104
131240,lire,1,2708
131242,nourrice,1,282
131246,influer,1,58
131251,rechute,1,66
131253,investir,1,128
131255,pistolero,1,58
131256,manche à air,1,108
131267,grêlon,1,60
131271,aviver,1,56
131272,astroblème,1,56
131273,photogénique,1,70
131274,Queensland,1,52
131281,Rambouillet,1,52
131285,cirier,1,52
131287,casier,1,106
131288,bohémien,1,98
131304,gargouillement,1,58
131306,organite,1,110
131311,tesson,1,70
131312,foulée,1,78
131314,tournée,1,158
131315,se distinguer,1,62
131318,assombri,1,102
131321,préhistoire,1,397
131323,merlan,1,94
131330,anthropoforme,1,52
131331,flemmardise,1,86
131333,comprendre,1,392
131337,abattant,1,54
131341,chibouque,1,54
131344,rivage,1,138
131356,allocataire,1,58
131363,saletés,1,64
131370,haras,1,86
131375,syntaxe,1,546
131381,Becker,1,64
131386,artères carotides,1,60
131391,crétois,1,68
131392,négocié,1,52
131397,figurer,1,74
131399,tripotée,1,56
131403,regretter,1,150
131406,rejeton,1,100
131414,se blesser,1,426
131418,cercueil,1,510
131422,biélorusse,1,52
131424,diabétique,1,68
131428,envol,1,196
131437,pendule,1,312
131442,cul-de-jatte,1,82
131444,miséricordieux,1,60
131446,réduve,1,56
131447,flambant neuf,1,58
131451,brevet,1,214
131452,Mann,1,52
131457,tranquillement,1,244
131459,gabegie,1,54
131460,perdre les pédales,1,54
131461,pensionnat,1,106
131462,Lebesgue,1,52
131463,bakchich,1,76
131464,livèche,1,56
131465,dégorger,1,56
131475,lazzi,1,56
131476,bricoleur,1,374
131478,label,1,108
131479,diplomatie,1,102
131484,trôler,1,52
131486,philosopher,1,130
131487,dédommagement,1,62
131488,aigrelet,1,58
131495,Danone,1,66
131496,ad patres,1,52
131499,recteur,1,54
131500,chambardement,1,58
131503,impudique,1,86
131508,dolomite,1,62
131509,herbier,1,56
131513,Anchise,1,52
131514,reflet,1,644
131521,fumée,1,834
131523,journaliste,1,1364
131531,orner,1,208
131538,corder,1,66
131539,comploter,1,148
131540,se dévergonder,1,52
131542,identité,1,330
131544,parenthèse,1,158
131552,cambrioleur,1,306
131561,arachnoïde,1,64
131562,bon enfant,1,58
131564,gabbro,1,68
131566,bitumer,1,66
131574,neurulation,1,52
131577,crustacé,1,446
131579,Sanaga,1,54
131583,Annabella,1,54
131588,Puebla,1,52
131592,Groenland,1,78
131593,méchant,1,1088
131598,ballotin,1,56
131602,oeilleton,1,66
131605,Stade de France,1,56
131606,ensilage,1,52
131609,résiliation,1,60
131611,nébuliser,1,56
131612,dosseret,1,56
131617,en-cas,1,80
131623,fistule,1,80
131625,Séville,1,56
131629,hôtelier,1,102
131631,Kaplan,1,62
131634,inénarrable,1,52
131636,lueur,1,134
131642,Asimov,1,58
131643,cerceau,1,72
131645,turbiner,1,58
131651,autorisation,1,330
131652,chandail,1,72
131654,tartiner,1,290
131655,conspiration,1,92
131658,en sous-main,1,54
131662,lambswool,1,70
131671,sévice,1,56
131673,pleurnicheur,1,58
131677,renoncule,1,52
131684,scénique,1,54
131688,électoraliste,1,52
131689,diopside,1,52
131691,Alès,1,60
131692,PDG,1,98
131697,se faire beau,1,54
131702,indécent,1,80
131704,égouts,1,74
131714,Molotov,1,56
131717,centre-ville,1,96
131719,balai-brosse,1,74
131722,lance-mines,1,58
131723,se frotter,1,62
131727,dérivation,1,74
131728,programmateur,1,62
131729,crocher,1,52
131732,détruire,1,622
131734,La Valse des pantins,1,52
131739,lyrisme,1,56
131740,Agence spatiale européenne,1,70
131743,focale,1,54
131744,thermoélectricité,1,52
131748,lapis-lazuli,1,58
131749,injustifiable,1,57
131753,pied-à-terre,1,54
131756,pasionaria,1,52
131758,se rallier,1,80
131768,emmailloter,1,52
131769,avoir à,1,52
131771,musicothérapie,1,52
131774,assorti,1,56
131777,brouillerie,1,56
131784,grammaire générative,1,60
131786,en tant que,1,52
131788,jésuitisme,1,52
131793,bedaine,1,88
131796,rocailleux,1,66
131797,méthodiquement,1,128
131800,immobile,1,278
131804,normaliser,1,68
131805,chou-navet,1,54
131806,phlogopite,1,54
131807,Taylor,1,56
131808,montagneux,1,86
131809,litote,1,62
131812,planches,1,108
131813,stylographique,1,52
131814,décimale,1,64
131815,décrue,1,58
131816,ciboulette,1,132
131822,Assemblée législative,1,52
131831,abstraitement,1,54
131838,tête à claques,1,64
131840,skate-board,1,96
131842,hydromel,1,52
131843,houppette,1,52
131844,pied-de-mouton,1,52
131845,châtié,1,64
131847,corps enseignant,1,54
131848,achopper,1,56
131853,Leprince-Ringuet,1,52
131857,ispaghul,1,60
131860,photocopier,1,124
131866,malencontreusement,1,56
131872,effranger,1,52
131873,légende,1,546
131876,espace-temps,1,56
131881,chimiste,1,208
131886,encadrement,1,124
131891,prénommé,1,70
131896,prothalle,1,56
131897,oeillade,1,80
131898,Laetitia,1,52
131903,déplanter,1,122
131906,H2O,1,96
131907,inhaler,1,140
131908,imprécis,1,82
131910,toc,1,74
131914,classique,1,574
131916,yang,1,54
131917,Famenne,1,52
131922,précepte,1,64
131923,émondage,1,52
131924,Comédie humaine,1,52
131928,excentré,1,54
131930,quartier général,1,68
131932,collège,1,1612
131936,draisienne,1,56
131940,Ascagne,1,70
131941,Bernard Palissy,1,52
131943,déstabiliser,1,56
131944,être dans les nuages,1,54
131956,tranchées,1,62
131958,hongrer,1,52
131961,Tabarly,1,54
131963,bidouiller,1,72
131964,immigré,1,100
131966,empoissonner,1,52
131971,glander,1,206
131972,gynécée,1,54
131974,tsar,1,136
131978,altitude,1,188
131980,boucler,1,136
131983,Mission impossible,1,54
131995,annulaire,1,616
131996,luxure,1,228
131999,personnalisable,1,58
132000,resplendir,1,116
132001,Patna,1,52
132002,magique,1,372
132004,drapement,1,56
132006,perturbé,1,70
132009,Aix-les-Bains,1,54
132010,préfet,1,156
132014,Biafra,1,52
132017,fausse alerte,1,54
132018,saprophyte,1,60
132021,raisonner,1,276
132023,pili-pili,1,68
132024,hémione,1,72
132026,réanimation,1,120
132027,envers,1,172
132029,lave-vaisselle,1,216
132034,délier,1,118
132037,pensée,1,572
132040,décrocher,1,114
132042,trucmuche,1,98
132044,coffrer,1,98
132049,boursier,1,60
132050,ophtalmologiste,1,126
132058,détricole,1,54
132059,value,1,52
132061,marionnette,1,158
132069,Les Amants,1,60
132070,harmonisé,1,52
132080,fraîcheur,1,162
132082,astreinte,1,52
132084,râper,1,90
132090,autistique,1,68
132093,ibis,1,52
132095,crachotement,1,54
132097,velours,1,120
132100,épicurisme,1,76
132104,anticléricalisme,1,52
132105,digestif,1,224
132106,litron,1,52
132113,épeler,1,56
132114,terminus,1,82
132121,désenchanté,1,56
132122,fantasmagorie,1,60
132123,dessalage,1,52
132128,délectablement,1,56
132133,déshydratant,1,54
132134,langue bien pendue,1,54
132144,ergot,1,68
132145,muesli,1,58
132152,glaucité,1,52
132158,individualiser,1,52
132161,confondu,1,82
132166,enfournée,1,54
132167,sacrifice,1,192
132170,ostéogenèse,1,54
132183,hypocoristique,1,56
132184,Congo,1,168
132189,sculptural,1,58
132190,indicible,1,60
132191,Le Grand,1,56
132207,casser les pieds,1,68
132208,bétulacée,1,54
132219,déformé,1,54
132220,Rwanda,1,78
132225,Paul Grimault,1,52
132226,Nagoya,1,52
132228,conjoint,1,208
132232,grippal,1,92
132243,multimédia,1,80
132249,faire marche arrière,1,56
132250,abbatiale,1,70
132251,hypothalamus,1,64
132254,déroutant,1,54
132260,jardinet,1,120
132262,fébricule,1,60
132264,gonocoque,1,68
132265,désinfecté,1,72
132266,attisée,1,52
132268,par hasard,1,88
132271,être témoin,1,52
132273,privatif,1,52
132281,flippant,1,58
132282,margarine,1,194
132284,reprise,1,274
132286,paritaire,1,52
132289,tournebouler,1,58
132290,avoir le choix,1,54
132300,maquillage,1,764
132305,assiéger,1,76
132306,Fenêtre sur cour,1,90
132307,Charente,1,62
132311,surpeuplé,1,96
132327,palléal,1,52
132329,sortir de ses gonds,1,60
132332,prêtre,1,1078
132333,vivifier,1,52
132338,couleurs,1,194
132346,écocide,1,56
132347,sapin,1,766
132350,région,1,2064
132356,pâtir,1,60
132358,dissocier,1,68
132366,mettre,1,466
132368,coup fourré,1,60
132372,parement,1,54
132375,fantoche,1,56
132376,animer,1,126
132379,plâtrier,1,54
132380,ostéoblaste,1,58
132381,principale,1,100
132386,horripilation,1,72
132390,allégorie,1,96
132391,sous-préfète,1,52
132392,accablement,1,76
132398,moyeu,1,60
132399,tresseur,1,52
132402,importer,1,64
132405,lamper,1,78
132409,pesée,1,82
132419,arrêt cardiaque,1,112
132424,décrier,1,52
132425,crabe,1,520
132432,pressurer,1,52
132433,vigilant,1,58
132438,trouer,1,262
132439,incrédulité,1,138
132442,adiposité,1,60
132443,devoir,1,844
132444,Bedos,1,54
132449,sensiblement,1,54
132450,cyprinidé,1,108
132460,ondins,1,52
132461,Occitanie,1,92
132462,fongique,1,52
132464,Georges Bernanos,1,78
132466,récompenser,1,138
132473,mettre au secret,1,52
132474,ovulaire,1,56
132476,rogue,1,58
132479,marron,1,666
132482,ponant,1,54
132488,pub,1,316
132490,Jules César,1,422
132492,gliome,1,56
132496,Je suis partout,1,54
132499,contacteur,1,64
132506,turbopompe,1,62
132508,sujet à caution,1,54
132509,drapeau,1,280
132510,à crédit,1,62
132511,abreuvé,1,66
132514,égarement,1,78
132516,délassement,1,90
132523,Majorque,1,52
132525,officine,1,98
132526,Macron,1,76
132527,tribunal,1,1554
132529,recoudre,1,290
132531,cogneur,1,52
132532,linéaments,1,58
132534,Yvelines,1,76
132541,consister,1,52
132542,arme blanche,1,362
132543,silicone,1,192
132545,exanthème,1,56
132546,ébranlement,1,78
132547,conductance,1,52
132548,cocktail,1,432
132550,lettrine,1,130
132551,rôtir,1,214
132552,faire bonne chère,1,56
132554,Royal Air Force,1,58
132558,tirer à boulets rouges,1,52
132560,dandin,1,52
132564,cotillon,1,52
132572,clochardisation,1,70
132574,se planter,1,110
132579,étenderie,1,60
132582,Badinter,1,62
132593,détaché,1,100
132596,particulière,1,76
132600,dualiste,1,62
132601,exagérateur,1,54
132602,Macintosh,1,112
132606,intérieurement,1,52
132611,agissements,1,52
132619,fait pour,1,52
132622,Stevenson,1,52
132623,prendre ses cliques et ses claques,1,58
132624,se perfectionner,1,54
132625,narrateur,1,130
132627,Jardin des Plantes,1,54
132628,Un bon petit diable,1,52
132631,manomètres,1,52
132632,pointu,1,300
132633,jeter de la poudre aux yeux,1,70
132640,sous peu,1,72
132647,domiciliation,1,70
132649,rouspéter,1,104
132650,amputer,1,66
132652,dimension,1,186
132653,Lascaux,1,76
132654,Frédéric Chopin,1,54
132655,céleri-rave,1,54
132661,soumis,1,146
132669,métope,1,52
132670,imposable,1,54
132675,udomètre,1,52
132679,stratigraphie,1,104
132682,attendrir,1,96
132685,Baader,1,56
132687,propension,1,52
132688,effervescent,1,70
132689,propulsion,1,122
132694,cacaoté,1,52
132704,Boris Vian,1,122
132707,discriminant,1,52
132711,pulvérulent,1,68
132715,vibrion,1,54
132716,baignoire,1,988
132717,Scandinavie,1,82
132720,emphatique,1,54
132722,vecteur,1,128
132725,dissuader,1,100
132727,véronal,1,56
132732,vocaliser,1,76
132736,adénovirus,1,56
132740,redoublé,1,52
132741,cosmique,1,52
132742,crépinette,1,54
132743,se cuirasser,1,66
132744,claveau,1,54
132747,se quereller,1,94
132750,détonnant,1,52
132751,transpiration,1,320
132756,assujettissement,1,58
132757,pomme de terre,1,1030
132762,tantet,1,52
132763,banquier,1,487
132767,tentateur,1,64
132768,menchevik,1,54
132771,lymphome,1,70
132772,prêchi-prêcha,1,54
132778,coelentéré,1,54
132780,jobarderie,1,52
132781,latiniste,1,54
132784,remboursé,1,64
132785,luxer,1,68
132786,fine fleur,1,52
132791,sorbier,1,56
132794,Poe,1,60
132800,rock and roll,1,72
132802,folliculite,1,52
132804,se compromettre,1,52
132808,bafouillis,1,58
132811,machiniste,1,100
132814,ennuagé,1,64
132815,maladie du poumon,1,52
132817,compositeur,1,1118
132818,Ludovico Ariosto,1,54
132829,fourgonnette,1,82
132831,desséché,1,86
132838,mort-vivant,1,220
132839,Michelle,1,66
132841,rabiot,1,58
132845,irréalisme,1,58
132846,export,1,68
132848,747,1,64
132851,forceps,1,64
132857,chaise,1,2204
132860,digression,1,76
132862,étendu,1,82
132863,épibionte,1,62
132866,freezer,1,112
132867,compromettre,1,64
132868,maniguette,1,54
132880,muséologie,1,70
132881,primer,1,52
132884,parturition,1,116
132886,dysgraphie,1,70
132888,perdreau,1,84
132900,tragique,1,166
132902,grugeur,1,52
132907,danseur,1,620
132909,bas-relief,1,72
132914,hormone sexuelle,1,56
132917,craquant,1,78
132921,affectation,1,92
132929,anthropoïde,1,60
132944,pétarade,1,60
132945,Douarnenez,1,68
132948,dégoiser,1,52
132952,respiration,1,356
132954,métreur,1,62
132958,spéculateur,1,54
132959,survêtement,1,66
132961,béton,1,400
132962,puisatier,1,54
132964,fado,1,86
132979,dégradé,1,72
132983,faire la tête,1,126
132984,nullement,1,72
132988,rutacée,1,60
132993,noyade,1,212
132995,immeuble,1,1792
133000,se gaver,1,106
133001,maçonné,1,54
133003,Provence,1,456
133006,Chamrousse,1,52
133013,trottoir,1,1222
133014,entretenir,1,178
133015,quereller,1,60
133019,autrefois,1,152
133021,flot,1,102
133025,dislocation,1,76
133026,irrésolu,1,52
133028,flagrant,1,64
133029,perfusion,1,138
133031,super-héros,1,130
133034,mouchoir,1,540
133039,barbouiller,1,136
133042,débarrassé,1,52
133047,vendable,1,52
133048,jointoyer,1,86
133049,se calmer,1,74
133058,révérer,1,72
133059,prendre des précautions,1,64
133060,plaste,1,56
133061,successivité,1,54
133064,moujik,1,52
133066,oeil de chat,1,54
133078,corrompre,1,140
133081,insoluble,1,54
133083,barmaid,1,76
133084,dépassionner,1,60
133085,épinière,1,56
133088,isopode,1,54
133089,rougissant,1,62
133091,webmaster,1,52
133093,urbanisme,1,414
133095,quadrant,1,52
133098,curcuma,1,144
133100,logiciels,1,54
133107,Haut-Rhin,1,60
133109,Néréides,1,76
133110,écritoire,1,120
133116,dressé,1,108
133117,garer,1,160
133119,amortisseur,1,56
133120,excitation,1,554
133122,plumard,1,68
133138,valvule tricuspide,1,52
133140,coléreux,1,102
133142,stresser,1,118
133144,se crever,1,56
133148,puritain,1,56
133150,dioxygène,1,86
133151,élagueur,1,60
133157,devineresse,1,54
133158,devin,1,128
133159,brouillon,1,138
133164,Nouvelle Vague,1,52
133166,glavioter,1,56
133167,Ohio,1,60
133171,caféière,1,54
133172,poulailler,1,394
133177,Maupassant,1,60
133180,préoccuper,1,58
133181,foudroiement,1,54
133184,inapproprié,1,66
133185,con,1,342
133188,rançon,1,134
133190,aphorisme,1,92
133198,théoriquement,1,52
133203,fallacieusement,1,58
133205,fanfaron,1,112
133207,immunisation,1,60
133208,précédent,1,90
133211,petit ami,1,218
133212,intellectuel,1,194
133215,INED,1,54
133216,améthyste,1,68
133217,céphéide,1,52
133222,Jésus de Nazareth,1,62
133223,Daily Telegraph,1,56
133225,Montaigu,1,70
133226,plus loin,1,60
133228,chevrette,1,108
133229,Steven Spielberg,1,66
133238,niveleuse,1,52
133248,impétuosité,1,66
133250,décourager,1,62
133252,pelvien,1,56
133255,système D,1,66
133257,avidement,1,264
133259,déceler,1,54
133266,bien mis,1,54
133271,faire le poireau,1,52
133279,colmater,1,66
133280,camer,1,54
133284,rechigner,1,56
133285,nonne,1,146
133291,solitairement,1,86
133295,gur,1,54
133296,houppe,1,82
133297,stridulation,1,52
133299,rambarde,1,52
133303,commutation,1,58
133314,mairie,1,1254
133316,plof,1,52
133320,assesseur,1,52
133328,touristique,1,134
133331,fair-play,1,76
133338,ouragan,1,220
133339,se débiner,1,52
133343,RATP,1,220
133344,parasitologie,1,134
133345,pause,1,448
133346,érotomanie,1,56
133347,lamentablement,1,54
133352,revêtement,1,148
133354,ivre,1,330
133360,redoutable,1,52
133362,griset,1,52
133364,Hoggar,1,54
133365,microclimat,1,52
133366,probiotique,1,58
133369,embuscade,1,62
